Age,Gender,Time_on_platform,Devices_connected,Subscription_type,Num_active_profiles,Avg_rating
67,Male,575,3,Premium,2,2
30,Male,3331,4,Basic,2,2
40,Male,1659,3,Basic,4,4
40,Male,4125,5,Premium,2,3
25,Male,5823,3,Basic,1,2
33,Male,6930,3,Basic,2,4
33,Male,4396,1,Basic,5,4
58,Female,4396,3,Standard,4,4
50,Male,4936,1,Basic,3,1
18,Male,4396,3,Standard,5,1
20,Female,4396,3,Basic,5,4
30,Female,5319,3,Premium,3,4
19,Male,6948,3,Standard,3,3
64,Male,4396,2,Premium,2,1
18,Male,4396,1,Premium,1,3
34,Female,7814,2,Premium,1,1
19,Female,5496,4,Premium,3,2
64,Female,1802,4,Basic,3,1
44,Male,6328,3,Basic,3,3
39,Female,4396,3,Standard,4,1
44,Female,4396,5,Premium,5,3
48,Male,4396,3,Standard,5,3
59,Female,482,1,Basic,5,4
40,Male,4760,2,Premium,2,3
31,Male,4121,2,Basic,2,3
61,Male,3531,3,Standard,1,3
31,Female,4396,3,Premium,2,3
66,Female,3992,3,Standard,1,2
53,Male,6947,4,Standard,3,4
65,Female,7994,5,Standard,1,2
57,Female,4396,1,Basic,5,1
47,Female,6831,2,Standard,4,3
38,Female,5731,3,Standard,4,3
38,Female,6711,3,Standard,3,3
44,Female,2491,3,Standard,2,4
44,Male,1531,1,Basic,5,3
52,Female,12,3,Standard,3,4
59,Male,4396,2,Standard,2,4
34,Male,5954,5,Premium,4,5
51,Male,7216,3,Standard,5,3
20,Male,4396,5,Basic,5,3
65,Female,4298,3,Standard,3,1
33,Male,6519,1,Basic,1,2
34,Female,3913,2,Premium,5,2
28,Female,5362,2,Standard,2,1
37,Male,869,2,Standard,4,4
56,Male,4824,1,Standard,2,4
39,Male,4069,3,Basic,1,1
33,Male,2755,5,Standard,3,3
54,Male,4970,3,Premium,5,3
25,Male,4396,2,Standard,5,2
56,Female,3991,3,Standard,3,2
30,Male,8473,3,Basic,3,3
44,Male,6269,3,Standard,3,3
44,Male,4396,3,Basic,1,3
64,Female,6028,3,Standard,2,1
69,Male,6908,4,Premium,4,3
22,Male,4396,3,Standard,1,4
33,Male,8352,4,Standard,4,3
19,Male,4396,3,Standard,2,1
59,Male,4396,4,Premium,3,2
32,Male,7167,1,Standard,5,2
18,Male,4817,3,Standard,4,4
47,Female,4396,5,Standard,5,3
44,Male,1091,3,Standard,2,2
50,Female,4357,1,Basic,1,3
69,Female,357,1,Standard,4,1
44,Female,4396,4,Basic,1,3
44,Female,4396,3,Premium,5,1
25,Male,7875,3,Standard,4,1
52,Male,6179,4,Premium,1,4
27,Female,1772,5,Basic,4,3
61,Male,378,3,Basic,5,1
18,Female,8702,3,Standard,4,4
58,Male,4396,1,Premium,4,4
44,Male,8443,2,Premium,5,1
44,Female,2162,4,Basic,1,1
63,Male,5992,3,Standard,4,3
19,Female,5922,5,Standard,5,3
44,Male,4396,3,Standard,2,3
54,Male,4396,1,Basic,1,1
41,Female,495,2,Standard,5,3
53,Male,4638,3,Premium,2,3
68,Female,6590,1,Standard,4,2
60,Female,4396,3,Basic,5,4
54,Female,7475,3,Basic,4,3
23,Male,4396,2,Standard,3,3
30,Female,1090,3,Premium,1,4
23,Female,277,1,Standard,2,2
26,Male,4396,2,Basic,3,1
50,Male,4396,4,Basic,2,3
67,Male,1721,2,Basic,3,1
44,Male,4396,3,Standard,3,1
49,Female,5393,1,Premium,2,4
44,Male,2117,3,Standard,4,3
47,Female,5128,2,Premium,3,4
49,Female,4396,3,Standard,4,3
69,Female,7960,3,Standard,4,3
61,Female,4396,1,Standard,4,1
44,Female,2923,3,Basic,1,4
23,Female,4396,5,Premium,4,3
56,Female,4396,2,Standard,3,1
37,Female,6302,3,Standard,2,3
37,Male,1432,3,Standard,5,4
39,Male,6939,5,Premium,2,3
20,Male,4396,5,Standard,4,3
48,Male,5560,3,Premium,4,3
28,Female,4396,3,Standard,4,2
33,Male,1459,2,Standard,2,3
44,Male,7376,3,Standard,2,3
19,Male,3098,5,Standard,4,2
29,Female,5474,3,Premium,1,4
44,Female,7305,5,Premium,3,2
67,Male,4396,4,Premium,3,3
66,Male,1644,4,Basic,2,3
31,Male,4020,3,Basic,1,3
30,Female,4396,4,Basic,4,1
52,Female,4396,4,Premium,1,4
31,Male,7679,2,Standard,1,3
20,Male,1306,1,Standard,3,4
29,Female,7552,3,Basic,5,4
65,Male,299,3,Premium,3,2
56,Female,4396,1,Premium,3,3
41,Male,744,3,Basic,5,3
44,Female,6820,5,Premium,4,4
50,Male,4396,1,Standard,4,3
29,Female,5369,4,Standard,3,3
35,Male,3248,5,Standard,1,3
67,Male,4396,2,Basic,3,3
62,Male,2775,5,Basic,2,4
27,Male,7422,2,Standard,4,1
57,Male,4595,3,Basic,3,4
28,Female,816,1,Basic,2,3
39,Female,4547,5,Standard,5,1
69,Female,5648,3,Premium,5,4
53,Female,5835,3,Basic,3,4
42,Female,7768,3,Standard,3,3
25,Male,1572,1,Standard,3,2
31,Male,4782,3,Premium,5,3
44,Male,688,1,Premium,1,4
27,Female,6413,3,Premium,2,2
24,Male,4396,3,Basic,5,4
40,Male,2744,3,Premium,3,3
51,Female,6531,3,Standard,1,4
65,Female,4396,2,Standard,4,3
44,Male,630,3,Standard,5,2
34,Female,4363,3,Standard,4,2
53,Male,4396,3,Standard,4,2
32,Female,4396,3,Standard,5,1
21,Female,4396,4,Standard,2,3
56,Female,4010,3,Standard,1,3
41,Male,1296,4,Premium,4,2
41,Male,1117,3,Standard,3,3
56,Female,450,4,Premium,2,3
63,Male,4396,3,Standard,5,3
57,Male,5424,3,Standard,3,4
63,Male,4396,1,Basic,1,3
67,Female,2626,3,Standard,5,3
64,Female,4742,3,Premium,2,3
31,Female,706,2,Basic,5,4
52,Female,4689,1,Premium,3,2
59,Male,5726,1,Standard,4,1
46,Male,7026,1,Premium,1,4
44,Female,4344,4,Standard,5,1
47,Male,8672,1,Premium,4,4
69,Male,5676,1,Standard,2,2
24,Male,2009,3,Standard,1,2
63,Male,4729,3,Basic,2,3
42,Female,4396,3,Standard,3,3
20,Male,5285,4,Standard,4,2
34,Female,2728,5,Standard,2,3
44,Female,200,3,Premium,5,2
31,Male,4396,5,Standard,4,3
32,Female,4396,1,Standard,1,2
54,Male,4396,2,Basic,4,1
29,Female,2439,3,Basic,5,3
44,Male,5544,3,Premium,5,2
55,Male,3751,5,Basic,2,3
37,Female,4396,2,Standard,5,3
58,Male,4396,3,Standard,5,3
49,Female,4396,3,Standard,1,2
35,Male,233,3,Basic,2,3
44,Male,4498,2,Standard,4,1
44,Female,5457,3,Standard,4,1
44,Female,1674,3,Premium,2,2
45,Male,4396,1,Standard,2,1
20,Female,2164,3,Standard,1,4
61,Male,4827,3,Standard,3,2
20,Male,6146,3,Standard,3,1
21,Male,6976,3,Standard,3,4
32,Female,4396,4,Standard,5,3
41,Male,4396,4,Basic,2,1
40,Female,4396,3,Basic,5,2
45,Male,6731,2,Premium,1,3
44,Male,3987,2,Basic,3,3
42,Male,7782,5,Standard,5,3
57,Female,4396,4,Standard,5,4
55,Female,1782,5,Basic,4,3
60,Male,731,3,Standard,3,4
44,Female,3955,5,Standard,1,2
35,Male,930,3,Standard,3,4
37,Female,2224,3,Premium,5,1
52,Male,8173,3,Standard,5,2
65,Female,1173,2,Standard,1,1
31,Female,753,1,Basic,4,1
59,Male,4400,1,Standard,3,1
62,Male,4396,4,Standard,1,3
18,Male,2796,3,Basic,2,4
32,Female,4396,2,Basic,1,3
67,Female,1907,5,Standard,1,2
58,Female,4396,3,Premium,2,4
26,Male,4396,2,Standard,2,2
59,Female,4396,3,Standard,4,2
63,Female,1306,5,Basic,3,4
31,Male,4396,3,Standard,5,1
20,Male,3050,1,Premium,2,1
64,Female,578,5,Premium,2,2
20,Male,2873,3,Standard,4,1
66,Male,7442,3,Standard,3,1
42,Male,280,5,Premium,2,3
47,Male,4329,1,Premium,2,2
38,Female,3946,3,Basic,4,3
65,Female,877,1,Standard,4,3
50,Female,4396,2,Standard,4,3
38,Male,5495,3,Basic,5,3
63,Female,4396,3,Standard,5,1
52,Female,1739,2,Standard,5,3
37,Male,2226,4,Standard,4,1
37,Female,4396,3,Basic,1,2
19,Male,449,3,Standard,5,3
30,Male,2717,2,Standard,2,3
30,Female,6511,5,Standard,3,3
58,Female,1275,3,Standard,3,3
23,Male,5629,3,Standard,5,3
40,Male,6227,3,Standard,2,4
47,Female,7323,5,Premium,2,2
32,Male,5516,3,Standard,2,2
45,Male,3488,3,Standard,2,4
22,Female,8485,4,Premium,3,3
69,Female,3320,3,Premium,1,1
23,Female,2958,1,Standard,5,3
63,Female,5327,4,Standard,2,1
26,Female,6049,5,Basic,4,3
46,Female,4396,3,Premium,5,1
61,Male,4396,3,Standard,3,3
18,Female,2618,3,Premium,2,3
52,Female,3507,5,Standard,1,1
48,Male,6361,1,Premium,5,5
61,Male,628,3,Premium,2,3
44,Female,5254,3,Basic,3,2
57,Female,4396,3,Standard,3,3
44,Female,6917,2,Standard,4,2
66,Female,4396,2,Basic,4,3
30,Female,4396,2,Basic,2,3
49,Male,7615,3,Basic,3,3
18,Male,5889,4,Standard,4,4
39,Female,7720,3,Basic,5,4
44,Female,8020,3,Premium,5,2
43,Male,990,5,Basic,2,3
44,Male,5788,4,Standard,1,2
32,Male,2005,1,Premium,2,2
49,Male,4396,4,Basic,2,2
20,Male,734,3,Standard,3,1
38,Female,2105,3,Standard,2,2
20,Male,4396,5,Standard,4,2
23,Male,6194,3,Basic,5,3
44,Male,2587,1,Premium,5,3
25,Male,6332,5,Standard,1,3
44,Female,4441,2,Standard,5,3
55,Male,8421,5,Basic,3,3
44,Male,4396,5,Premium,4,1
39,Male,4396,5,Standard,1,3
69,Male,3207,4,Standard,2,1
36,Female,7984,3,Basic,1,3
19,Female,2198,5,Premium,2,2
41,Male,6236,3,Standard,5,3
35,Male,4396,3,Premium,4,4
53,Female,1256,2,Standard,1,1
44,Female,7453,2,Standard,3,3
53,Male,4396,3,Standard,3,3
29,Female,4440,3,Standard,3,3
38,Female,1858,4,Standard,1,4
47,Male,4396,3,Standard,4,4
34,Female,4396,4,Basic,4,4
44,Female,4160,3,Standard,5,1
44,Female,4396,1,Standard,4,3
44,Female,4396,3,Standard,5,1
29,Female,6456,4,Standard,3,4
40,Female,4433,4,Standard,5,4
44,Male,2749,1,Premium,4,3
25,Female,6256,3,Standard,3,1
26,Male,7690,3,Standard,4,4
59,Male,2534,3,Premium,5,3
61,Male,4396,1,Premium,4,3
50,Male,4538,3,Standard,2,4
53,Male,6822,3,Basic,4,3
38,Male,5012,1,Standard,4,4
49,Male,6917,5,Standard,5,4
47,Male,658,3,Premium,5,3
33,Male,4396,2,Basic,4,3
68,Female,1461,4,Standard,2,1
44,Male,7411,3,Basic,4,1
44,Female,5174,5,Premium,2,3
22,Female,2837,3,Premium,5,2
23,Female,7695,3,Standard,5,2
61,Male,2507,3,Standard,3,2
31,Male,5604,3,Standard,3,3
44,Male,4064,3,Premium,5,1
55,Male,6005,1,Standard,4,4
60,Female,6606,1,Standard,1,3
44,Male,4396,3,Standard,3,2
29,Male,4396,5,Standard,4,4
69,Male,8169,1,Standard,4,3
43,Female,7849,2,Basic,4,1
31,Male,5126,4,Standard,3,3
29,Male,4396,1,Standard,5,4
53,Female,4396,3,Standard,3,2
55,Male,4975,1,Premium,4,2
57,Male,4396,3,Premium,5,3
43,Female,4396,2,Standard,1,2
34,Female,4396,1,Premium,5,1
55,Male,123,3,Basic,5,1
44,Female,7382,2,Standard,1,4
19,Female,8220,5,Basic,4,4
57,Female,8008,5,Standard,1,3
25,Female,1612,3,Premium,1,2
46,Male,8635,1,Standard,1,3
64,Female,232,3,Basic,2,2
46,Female,6825,1,Basic,3,3
38,Female,4396,1,Standard,4,4
21,Male,4396,3,Standard,5,1
32,Female,5783,5,Premium,4,3
44,Male,6606,3,Premium,5,1
44,Female,5411,3,Basic,5,3
42,Female,694,1,Standard,4,3
66,Female,1421,3,Standard,2,3
20,Male,163,5,Standard,1,3
48,Female,822,3,Standard,4,4
44,Female,1995,3,Standard,5,1
22,Female,6538,3,Premium,1,4
58,Male,1632,3,Premium,1,2
49,Male,4396,3,Standard,4,2
51,Female,5274,3,Standard,1,4
26,Male,8600,3,Standard,3,4
44,Female,4396,1,Standard,3,3
41,Female,8098,3,Standard,3,3
58,Female,4396,3,Basic,5,2
69,Male,4396,3,Basic,2,2
44,Male,743,2,Standard,2,4
37,Female,4396,3,Premium,4,4
28,Male,5302,3,Basic,4,4
21,Female,4396,3,Standard,3,1
44,Female,7899,3,Premium,3,2
26,Male,7921,3,Standard,1,2
38,Male,6464,3,Standard,4,3
42,Male,4396,3,Premium,4,2
39,Male,587,3,Standard,5,2
42,Female,7274,3,Basic,1,1
26,Male,4396,4,Premium,4,3
34,Male,4396,3,Standard,1,1
53,Male,4791,3,Standard,5,1
27,Male,2049,3,Standard,5,3
44,Male,4396,5,Standard,1,1
66,Female,4396,4,Standard,3,1
65,Male,3565,5,Standard,2,1
21,Male,4396,3,Standard,4,1
44,Female,5111,2,Standard,5,2
26,Female,2720,1,Standard,1,4
53,Male,7878,3,Basic,3,4
52,Female,992,1,Premium,1,2
63,Female,8231,1,Standard,3,3
69,Female,5492,3,Standard,5,1
44,Male,2119,5,Basic,3,4
44,Female,1878,3,Standard,1,4
40,Male,7846,5,Basic,5,3
44,Male,3501,3,Standard,3,4
45,Female,3089,4,Standard,5,4
63,Female,1986,3,Standard,3,1
36,Female,5158,4,Standard,1,1
37,Female,3641,4,Premium,3,1
26,Female,1618,3,Premium,1,3
41,Male,4194,2,Basic,1,1
44,Male,4955,3,Standard,3,3
35,Female,3179,2,Standard,3,4
36,Male,7816,1,Premium,2,4
46,Female,4396,4,Premium,2,3
39,Male,5318,3,Premium,4,4
55,Female,7291,3,Basic,5,3
43,Female,4396,1,Basic,4,1
55,Female,4396,5,Standard,5,5
44,Female,4396,3,Standard,5,3
44,Male,664,2,Standard,5,3
26,Male,4396,3,Premium,4,3
68,Male,1930,3,Standard,3,3
32,Female,7027,3,Standard,3,3
40,Male,4396,3,Standard,5,1
61,Female,799,5,Basic,4,4
36,Male,8370,5,Standard,4,3
47,Female,2407,3,Standard,4,4
23,Male,4517,3,Premium,3,3
45,Female,4396,3,Standard,2,3
25,Male,4396,2,Basic,4,1
43,Female,3235,3,Standard,4,3
48,Male,4396,3,Standard,3,3
46,Female,2065,2,Standard,4,1
51,Male,4396,4,Premium,2,1
54,Male,4396,2,Standard,1,4
45,Female,4396,5,Standard,3,3
33,Female,7709,3,Standard,5,4
44,Male,77,1,Premium,4,3
47,Male,4016,2,Basic,2,4
44,Male,1345,1,Standard,3,2
68,Female,4889,3,Standard,3,3
57,Female,7878,3,Standard,4,1
38,Male,4764,3,Premium,5,3
28,Female,1454,3,Standard,5,3
41,Female,5821,1,Standard,4,3
60,Female,4396,4,Standard,2,1
55,Male,5383,3,Standard,3,4
44,Female,3993,3,Premium,2,4
42,Female,4027,3,Standard,2,1
20,Female,1589,4,Standard,5,2
48,Female,7256,3,Premium,4,3
54,Male,4396,5,Standard,3,1
49,Male,6525,3,Premium,4,3
31,Male,627,1,Basic,4,3
66,Male,4396,3,Basic,2,2
66,Male,4191,3,Standard,1,4
60,Male,963,3,Standard,5,3
64,Male,625,4,Premium,1,3
44,Female,6760,5,Standard,1,2
58,Male,4396,2,Standard,1,2
33,Female,2369,3,Standard,2,3
48,Female,2635,4,Standard,2,4
30,Female,4396,4,Standard,3,1
56,Female,6364,2,Basic,3,1
44,Female,143,2,Standard,4,1
63,Male,4850,4,Basic,4,3
35,Female,1226,3,Standard,3,1
20,Male,6196,5,Basic,1,2
26,Male,1835,3,Premium,5,3
60,Female,1394,5,Standard,3,3
44,Male,2178,1,Standard,3,3
32,Female,4396,2,Premium,5,3
24,Male,1564,3,Basic,2,4
58,Female,4168,3,Standard,3,3
55,Male,4396,3,Standard,1,3
37,Male,4396,3,Standard,5,3
44,Female,5524,3,Basic,3,3
35,Female,645,2,Basic,2,4
58,Male,2945,5,Premium,2,4
44,Female,4396,5,Standard,2,4
25,Female,1129,3,Standard,3,4
50,Male,4396,3,Basic,4,3
44,Male,7810,3,Basic,2,4
22,Male,3430,1,Premium,4,3
39,Male,1774,1,Standard,3,3
44,Male,2754,1,Basic,5,1
33,Female,4396,5,Standard,4,2
31,Male,4038,3,Basic,4,3
42,Male,7903,3,Basic,4,2
33,Male,5529,4,Basic,5,3
38,Male,2816,1,Standard,4,3
28,Female,4294,3,Standard,4,2
23,Female,60,1,Premium,4,3
48,Male,1059,3,Basic,1,3
51,Male,5708,4,Basic,3,1
23,Female,7214,4,Standard,5,1
41,Female,8417,4,Standard,2,2
21,Male,3927,3,Premium,3,2
53,Female,8129,4,Standard,2,4
35,Male,4043,3,Basic,2,1
44,Male,1395,3,Standard,5,3
44,Female,4396,1,Standard,2,1
62,Female,3021,3,Standard,1,4
44,Male,7568,2,Basic,5,3
44,Female,4396,2,Standard,2,1
44,Female,4128,5,Standard,4,1
25,Female,7272,2,Premium,3,2
44,Female,3136,2,Basic,1,1
44,Male,1378,4,Basic,3,1
51,Male,4889,3,Standard,5,4
44,Male,810,4,Premium,3,2
65,Male,3884,3,Standard,5,2
19,Male,5174,2,Standard,4,2
44,Female,7736,4,Standard,2,4
54,Female,69,2,Standard,1,2
58,Male,6966,3,Standard,1,1
52,Male,8237,3,Premium,1,1
19,Male,2030,2,Premium,4,4
63,Male,4260,5,Standard,5,3
44,Female,4396,1,Standard,2,4
63,Female,4396,4,Premium,5,2
44,Male,2245,4,Standard,4,3
44,Male,7418,3,Standard,2,2
43,Male,2966,4,Basic,1,3
43,Female,4396,5,Premium,1,4
27,Female,3748,4,Standard,5,3
25,Female,5438,3,Standard,1,3
55,Male,4396,3,Premium,2,1
27,Male,1437,4,Basic,1,3
23,Female,7025,1,Standard,2,1
18,Female,6556,2,Standard,4,1
44,Female,4396,1,Standard,2,3
44,Female,3295,1,Standard,1,2
21,Male,4396,2,Standard,1,2
38,Male,4396,3,Basic,3,3
27,Female,496,1,Premium,4,3
41,Male,4396,4,Basic,1,3
18,Female,7620,3,Standard,4,1
44,Female,1038,3,Standard,5,1
59,Female,967,1,Standard,5,1
19,Female,5941,3,Basic,5,2
47,Female,911,1,Standard,2,4
52,Male,4881,2,Basic,2,1
36,Female,7466,3,Standard,5,3
52,Male,4197,4,Standard,3,3
33,Male,4396,3,Standard,1,2
31,Female,4396,2,Standard,3,3
44,Male,7066,5,Standard,1,2
54,Female,476,3,Basic,3,4
44,Male,6328,2,Standard,5,3
64,Male,7359,3,Premium,2,4
31,Female,4396,3,Standard,1,3
67,Male,1259,4,Standard,2,3
24,Male,8616,3,Standard,2,3
47,Female,2823,3,Premium,3,3
40,Female,8626,3,Premium,3,3
27,Male,3939,5,Premium,4,1
44,Male,6592,1,Standard,2,3
58,Female,4396,4,Standard,5,1
60,Female,4396,5,Premium,2,3
18,Female,1517,3,Standard,1,3
56,Female,4396,3,Basic,1,3
55,Male,5658,3,Premium,3,1
43,Female,7995,4,Standard,3,2
44,Male,4396,3,Standard,5,2
23,Male,8432,1,Standard,4,1
59,Female,4396,3,Standard,4,3
55,Female,7709,3,Standard,5,3
49,Male,3023,3,Basic,4,4
30,Male,2229,1,Standard,5,1
37,Male,7975,3,Standard,5,3
35,Male,7372,3,Premium,5,1
66,Male,4396,3,Standard,5,4
28,Female,2378,4,Premium,4,3
44,Male,3573,4,Basic,3,3
43,Female,2291,3,Standard,5,1
29,Male,7145,4,Basic,5,2
53,Male,5269,3,Premium,4,1
68,Female,5375,2,Premium,4,4
59,Female,1532,1,Premium,4,4
25,Male,4396,3,Premium,4,3
18,Female,1678,5,Standard,1,1
23,Female,6583,3,Basic,4,3
46,Male,4396,3,Basic,5,4
20,Male,1,2,Standard,5,3
44,Female,1562,2,Basic,5,3
44,Female,2840,3,Standard,2,2
38,Female,4396,3,Basic,4,2
40,Female,5409,3,Standard,2,3
43,Female,2749,3,Basic,3,2
69,Female,7521,3,Standard,5,2
42,Male,4396,4,Standard,5,3
44,Male,3892,1,Standard,5,1
45,Female,8442,3,Premium,3,3
40,Female,4396,5,Standard,4,4
44,Male,8063,3,Premium,5,3
40,Female,4396,3,Standard,2,3
61,Male,6186,3,Standard,1,2
24,Female,2704,3,Standard,4,2
29,Male,7903,2,Basic,3,2
51,Female,5148,1,Standard,4,2
44,Male,4396,3,Basic,5,3
21,Female,6789,1,Standard,3,3
25,Female,4560,2,Standard,1,2
53,Female,4861,3,Standard,1,3
20,Female,8152,3,Standard,4,2
43,Female,4396,3,Premium,1,1
57,Male,7849,2,Standard,5,3
65,Male,75,3,Standard,5,4
40,Female,6950,4,Standard,5,1
26,Male,4396,3,Basic,5,2
44,Male,3992,3,Standard,4,2
22,Male,4617,1,Premium,4,1
68,Male,2747,2,Basic,2,2
51,Male,5730,3,Standard,1,2
49,Female,4396,3,Premium,2,4
52,Female,3812,3,Standard,4,4
27,Female,4732,2,Standard,3,3
31,Male,4299,2,Standard,1,3
39,Male,2237,3,Basic,2,2
24,Female,4205,5,Basic,5,4
44,Female,888,3,Standard,4,1
68,Male,1451,3,Premium,3,2
36,Female,4529,1,Basic,3,1
23,Male,4396,3,Basic,2,2
53,Female,4522,3,Basic,1,4
28,Male,4396,1,Standard,5,2
45,Male,2756,3,Basic,4,4
50,Female,6982,5,Standard,5,3
32,Female,3960,4,Premium,2,3
34,Male,6876,3,Standard,2,2
51,Female,8692,4,Standard,2,3
44,Female,2897,2,Standard,1,3
44,Female,2869,5,Premium,2,4
44,Male,5796,3,Standard,3,3
38,Male,4396,3,Standard,1,3
25,Female,4396,2,Standard,3,3
54,Male,8023,3,Premium,3,3
28,Male,7731,1,Standard,5,4
26,Female,4396,4,Standard,4,3
42,Female,3631,2,Standard,5,3
47,Female,7161,3,Standard,5,2
49,Male,4396,4,Basic,2,3
56,Male,1527,3,Standard,5,4
49,Male,5065,3,Basic,1,2
47,Female,8423,3,Standard,5,1
22,Female,4396,3,Standard,4,1
25,Male,7045,3,Standard,1,2
51,Male,4396,3,Standard,3,2
64,Female,1369,1,Basic,5,3
26,Male,2607,3,Standard,1,3
35,Male,3401,2,Standard,1,4
24,Male,36,3,Basic,5,4
44,Male,3460,3,Standard,1,1
29,Male,5366,3,Basic,3,4
44,Female,2568,3,Standard,4,2
34,Female,4396,2,Standard,3,2
68,Female,4307,3,Basic,4,3
41,Female,7619,5,Standard,4,3
33,Male,4396,3,Standard,5,1
26,Male,8696,2,Premium,2,1
44,Male,1531,2,Standard,2,1
63,Male,4396,1,Basic,3,3
35,Female,6,2,Standard,2,1
37,Male,7794,3,Standard,4,1
54,Female,3847,5,Standard,1,2
60,Male,4019,2,Standard,4,4
24,Male,4396,5,Standard,2,2
25,Female,3335,3,Premium,1,3
63,Male,4396,5,Premium,1,3
44,Female,2948,4,Standard,1,1
44,Male,7229,4,Premium,1,3
63,Female,8037,5,Premium,4,2
29,Female,4396,5,Standard,2,2
35,Male,5859,3,Standard,5,3
21,Female,1835,4,Basic,1,1
33,Female,2135,1,Basic,1,3
48,Male,4396,3,Standard,3,4
53,Male,6049,3,Standard,1,3
60,Male,1854,2,Standard,1,3
37,Male,4847,3,Standard,3,3
45,Male,7349,5,Standard,4,1
26,Female,2147,3,Standard,1,4
44,Male,4396,3,Standard,5,2
44,Female,7189,5,Standard,3,2
56,Male,4396,4,Standard,4,2
40,Male,3769,3,Standard,3,1
31,Male,8553,3,Standard,3,3
44,Female,4396,3,Basic,5,1
44,Male,4396,3,Standard,1,3
38,Male,4396,2,Standard,4,4
51,Female,4396,2,Standard,1,1
40,Female,4396,5,Standard,1,1
44,Male,4474,4,Standard,3,2
65,Male,819,1,Standard,4,3
67,Male,5805,3,Standard,4,3
26,Male,7748,3,Basic,3,3
32,Female,1389,5,Premium,1,4
44,Female,3930,2,Standard,2,2
39,Male,4396,1,Standard,3,3
65,Male,4396,2,Premium,2,1
65,Male,319,3,Premium,3,4
44,Male,2941,3,Basic,4,3
61,Male,5223,5,Standard,1,2
57,Female,2827,2,Standard,3,3
26,Female,4396,3,Standard,3,1
66,Male,3737,3,Standard,1,1
56,Male,2711,1,Premium,1,4
64,Female,3222,2,Standard,2,4
30,Male,4396,5,Standard,3,3
62,Female,3144,4,Premium,5,2
48,Male,4396,4,Basic,5,3
41,Male,7292,3,Standard,1,3
44,Female,8752,3,Standard,2,4
25,Female,228,5,Standard,1,4
48,Female,4774,1,Standard,5,3
59,Female,1941,3,Standard,5,3
26,Female,7595,5,Standard,4,3
47,Male,2964,3,Standard,2,3
44,Female,6330,2,Standard,1,4
40,Male,4405,2,Standard,5,4
54,Female,7823,2,Standard,2,1
44,Female,7217,5,Standard,3,3
57,Female,4396,3,Premium,2,4
44,Female,7222,2,Standard,3,1
44,Male,6705,3,Premium,5,3
47,Male,4964,5,Basic,2,3
63,Male,4396,5,Standard,5,3
38,Male,3217,3,Standard,5,2
47,Male,3776,3,Basic,1,1
28,Male,4396,3,Premium,5,2
27,Male,4396,3,Standard,2,4
44,Male,6994,4,Standard,1,3
22,Male,1709,3,Standard,3,2
41,Male,2022,2,Premium,4,3
21,Male,5995,1,Standard,2,3
42,Male,2556,5,Basic,4,3
44,Female,4396,3,Basic,2,3
28,Male,3237,3,Basic,4,3
69,Male,4396,3,Standard,3,1
48,Male,5730,3,Basic,1,2
21,Male,5853,2,Standard,1,3
47,Male,483,3,Standard,1,3
49,Male,7262,1,Standard,3,4
44,Female,4396,3,Premium,3,3
48,Female,4396,3,Standard,4,3
69,Female,6504,3,Basic,1,1
19,Female,8272,3,Basic,3,2
38,Male,2407,4,Standard,2,1
56,Female,7963,3,Standard,5,4
65,Female,4743,2,Basic,2,3
44,Female,8611,3,Premium,1,4
34,Male,6327,2,Basic,4,3
64,Male,4381,1,Basic,1,1
37,Female,4396,4,Basic,5,2
37,Female,4396,3,Standard,1,1
38,Male,4396,5,Standard,2,1
41,Male,5767,4,Basic,5,3
27,Male,4402,3,Standard,4,1
66,Female,4396,3,Premium,1,2
68,Male,5515,2,Premium,4,3
31,Male,1246,3,Premium,2,2
51,Male,3120,5,Standard,3,3
68,Male,3522,3,Basic,4,4
44,Male,5835,3,Basic,5,3
44,Male,4396,5,Premium,3,3
36,Female,4396,2,Standard,5,3
26,Female,2071,3,Standard,1,2
33,Female,3900,3,Standard,3,1
41,Female,4396,3,Standard,4,1
44,Male,4396,2,Premium,1,3
32,Female,1979,3,Premium,5,3
44,Male,6871,1,Standard,2,2
44,Male,343,3,Premium,3,1
35,Male,4396,1,Standard,3,1
69,Female,4396,3,Basic,1,1
27,Male,8618,3,Standard,2,3
44,Male,2243,3,Premium,2,3
44,Male,6192,4,Standard,3,4
66,Female,7938,1,Standard,1,2
63,Female,2006,1,Standard,3,1
53,Female,6460,3,Standard,1,3
56,Female,1921,3,Basic,1,3
28,Male,6092,1,Basic,2,3
31,Male,4396,5,Premium,5,1
34,Male,8542,2,Standard,5,4
25,Male,5451,2,Premium,4,1
28,Male,494,4,Standard,1,1
47,Male,4396,3,Standard,2,2
21,Male,4396,3,Standard,2,1
44,Male,7824,4,Premium,2,1
27,Male,4396,5,Standard,3,3
45,Female,5347,2,Standard,5,4
61,Male,6385,1,Basic,1,1
56,Male,4784,1,Premium,5,2
18,Male,7103,3,Premium,3,2
44,Female,4253,3,Standard,5,2
57,Female,4396,3,Premium,1,3
31,Male,2902,2,Standard,4,3
44,Male,5814,3,Premium,5,3
44,Female,1207,2,Standard,1,1
69,Male,8213,3,Premium,4,3
44,Male,4396,3,Basic,2,3
43,Female,4396,2,Basic,4,2
55,Female,2596,2,Standard,4,4
49,Female,3386,3,Premium,3,1
